syntax_penn_tok2	syntax_penn_lem2	lexical_tok2	lexical_lem2	condition_info
0.4190651878785075	0.4190651878785075	0.04062594777350891	0.06543447260608956	CCPE100-CCPE486-cond1
0.38924947208076144	0.38924947208076144	0.0809776330178916	0.0934425287800843	CCPE102-CCPE430-cond1
0.48448139512495436	0.48448139512495436	0.014612950767393228	0.033262448971700394	CCPE103-CCPE46-cond1
0.5915204817512771	0.5915204817512771	0.07383571896879335	0.07229954520778102	CCPE107-CCPE148-cond1
0.3625727724763187	0.3625727724763187	0.06527533657682197	0.07833494518006402	CCPE10-CCPE210-cond1
0.26780523034808895	0.26780523034808895	0.0336977416260745	0.09127157186106635	CCPE10-CCPE42-cond1
0.5032160262023233	0.5032160262023233	0.0	0.013970991410265142	CCPE111-CCPE307-cond1
0.47298816656059517	0.47298816656059517	0.028317012055913818	0.027607881518711637	CCPE111-CCPE433-cond1
0.44047841865837845	0.44047841865837845	0.0	0.0	CCPE112-CCPE251-cond1
0.4357908705611559	0.4357908705611559	0.057898561505840454	0.05977995117773381	CCPE113-CCPE286-cond1
0.5195154235841511	0.5195154235841511	0.027263927063639882	0.0695409074734988	CCPE114-CCPE418-cond1
0.49045242763201985	0.49045242763201985	0.06993049740030768	0.07563680370631994	CCPE114-CCPE5-cond1
0.6138245895861674	0.6138245895861674	0.07472647177570733	0.10508936395519798	CCPE117-CCPE482-cond1
0.5006421579143375	0.5006421579143375	0.032433617027367995	0.039595344368028	CCPE117-CCPE88-cond1
0.4101316014439907	0.4101316014439907	0.0360187923043778	0.04914731871829905	CCPE118-CCPE307-cond1
0.6715282818482304	0.6715282818482304	0.06940926539010443	0.09020771689863955	CCPE120-CCPE92-cond1
0.4336194961761003	0.4336194961761003	0.03319759292980183	0.04016874179283649	CCPE121-CCPE435-cond1
0.709781169217739	0.709781169217739	0.07532435771547094	0.07407407407407407	CCPE121-CCPE500-cond1
0.4751111590206295	0.4751111590206295	0.08281772696122236	0.08606629658238706	CCPE123-CCPE134-cond1
0.4451992971866842	0.4451992971866842	0.08074689918749242	0.11286652959662007	CCPE125-CCPE163-cond1
0.3552414175632158	0.3552414175632158	0.04385634351361326	0.05617622936141538	CCPE125-CCPE407-cond1
0.530195379527917	0.530195379527917	0.02961461533657978	0.029677723518628272	CCPE126-CCPE324-cond1
0.4523524604299003	0.4523524604299003	0.02277142339906299	0.0314381825734719	CCPE126-CCPE486-cond1
0.46494781490855	0.46494781490855	0.026319840237884865	0.026319840237884865	CCPE126-CCPE51-cond1
0.43972053406916256	0.43972053406916256	0.08266243205933745	0.08042789854699965	CCPE128-CCPE12-cond1
0.2928422023095803	0.2928422023095803	0.04035123943257396	0.051581781050675804	CCPE128-CCPE165-cond1
0.40750760055514323	0.40750760055514323	0.03007433789606916	0.028277202830196094	CCPE12-CCPE128-cond1
0.607593659455695	0.607593659455695	0.03152050090256395	0.03810249640493437	CCPE131-CCPE433-cond1
0.4592882973340072	0.4592882973340072	0.025515518153991435	0.023509354666100622	CCPE131-CCPE58-cond1
0.5308703492123977	0.5308703492123977	0.07756530109846968	0.08702337775531169	CCPE132-CCPE50-cond1
0.4288137475835505	0.4288137475835505	0.04594768006447692	0.04249871620400505	CCPE133-CCPE152-cond1
0.36294788966522407	0.36294788966522407	0.06113543594544168	0.058247852015229175	CCPE133-CCPE42-cond1
0.5190423836205142	0.5190423836205142	0.038585763088909424	0.03798685881987932	CCPE133-CCPE442-cond1
0.39877111844763213	0.39877111844763213	0.0	0.0	CCPE133-CCPE471-cond1
0.4862612214006191	0.4862612214006191	0.04861111111111111	0.0557727449417815	CCPE134-CCPE123-cond1
0.5431396673292281	0.5431396673292281	0.040238109352230454	0.06466529947193088	CCPE134-CCPE244-cond1
0.49767260179343953	0.49767260179343953	0.03631780280336741	0.034299717028501764	CCPE135-CCPE166-cond1
0.3352984490967545	0.3352984490967545	0.006275917156984285	0.005714285714285713	CCPE135-CCPE370-cond1
0.4980981520062101	0.4980981520062101	0.03522349768381735	0.033375078288117255	CCPE136-CCPE13-cond1
0.43303234562533155	0.43303234562533155	0.007874259854358901	0.014933692277237473	CCPE139-CCPE157-cond1
0.4670673170992993	0.4670673170992993	0.02426307930309848	0.038235955645093626	CCPE139-CCPE27-cond1
0.6126465980243385	0.6126465980243385	0.008683104387913124	0.02704840614027704	CCPE139-CCPE394-cond1
0.5041508248213565	0.5041508248213565	0.05682113423754907	0.07115774171740834	CCPE139-CCPE488-cond1
0.3308830430129861	0.3308830430129861	0.019559960664958655	0.01924946538360023	CCPE13-CCPE136-cond1
0.4547080232928449	0.4547080232928449	0.04142761324995806	0.05773027565146336	CCPE140-CCPE161-cond1
0.5007521641063646	0.5007521641063646	0.03976245295331095	0.07946169997433278	CCPE140-CCPE488-cond1
0.3673377592710643	0.3673377592710643	0.014981693722843161	0.035255863220842745	CCPE142-CCPE158-cond1
0.5346793776799593	0.5346793776799593	0.04639384821243733	0.04413508353930258	CCPE142-CCPE492-cond1
0.4017084139092028	0.4017084139092028	0.02493428777457038	0.03287424484810253	CCPE144-CCPE15-cond1
