syntax_penn_tok2	syntax_penn_lem2	lexical_tok2	lexical_lem2	condition_info
0.5532821509267241	0.5532821509267241	0.09206989048613755	0.09085513822552957	CCPE1-cond1.txt
0.5256698135871745	0.5256698135871745	0.019418390934515434	0.03638770230694815	CCPE10-cond1.txt
0.5544423464289383	0.5544423464289383	0.060449756959407144	0.06861342724161713	CCPE100-cond1.txt
0.6087166065330705	0.6087166065330705	0.048192910997186686	0.06741998624632421	CCPE101-cond1.txt
0.5639733193610766	0.5639733193610766	0.06942101345006232	0.07487012977269325	CCPE102-cond1.txt
0.48351830817239955	0.48351830817239955	0.08001600480160057	0.09532892796759983	CCPE103-cond1.txt
0.46861377917467556	0.46861377917467556	0.06413699724591822	0.0781613842347399	CCPE104-cond1.txt
0.46184717608405895	0.46184717608405895	0.022387280474114944	0.04013467713171152	CCPE105-cond1.txt
0.43532877071687026	0.43532877071687026	0.060977373123569545	0.07893370379638584	CCPE106-cond1.txt
0.629114925754246	0.629114925754246	0.1310445490145043	0.14551529723864304	CCPE107-cond1.txt
0.41030162146534493	0.41030162146534493	0.14377153544123789	0.14140692769508584	CCPE108-cond1.txt
0.6091278923983524	0.6091278923983524	0.11005138199985091	0.09970717360268645	CCPE109-cond1.txt
0.5770535072737513	0.5770535072737513	0.022281055867572588	0.0205864189255193	CCPE11-cond1.txt
0.5796347749575665	0.5796347749575665	0.038731770098996254	0.03343789737128021	CCPE110-cond1.txt
0.6203993871702985	0.6203993871702985	0.11588409756054513	0.1436727986045084	CCPE111-cond1.txt
0.4827374221411864	0.4827374221411864	0.04212440435526076	0.060137203564637295	CCPE112-cond1.txt
0.6625080631056098	0.6625080631056098	0.07788338404004416	0.08655655102764698	CCPE113-cond1.txt
0.4889218140253972	0.4889218140253972	0.08159417072102744	0.09110862335695781	CCPE114-cond1.txt
0.4414414414414415	0.4414414414414415	0.06350006350009527	0.06070834938872647	CCPE115-cond1.txt
0.586625565975325	0.586625565975325	0.06781112260056125	0.09243423333081695	CCPE116-cond1.txt
0.25979436665882194	0.25979436665882194	0.052414241836095915	0.07029586526142172	CCPE117-cond1.txt
0.5037538957183441	0.5037538957183441	0.031299556106583054	0.041726585208447166	CCPE118-cond1.txt
0.5319352742372213	0.5319352742372213	0.09751747662166388	0.11603896472260425	CCPE119-cond1.txt
0.5197485057251942	0.5197485057251942	0.027025930306713835	0.03388127626056354	CCPE12-cond1.txt
0.6012258638495784	0.6012258638495784	0.12533928730774585	0.12576347268484797	CCPE120-cond1.txt
0.4741364422949214	0.4741364422949214	0.047074618983912776	0.04672022534399158	CCPE121-cond1.txt
0.5093277389147198	0.5093277389147198	0.03819255148133967	0.055252732029717457	CCPE122-cond1.txt
0.47144966799419896	0.47144966799419896	0.03888568855239095	0.04957577328158355	CCPE123-cond1.txt
0.612908797691822	0.612908797691822	0.0747942117715777	0.08343751419568424	CCPE124-cond1.txt
0.3840607646456104	0.3840607646456104	0.047203432003085063	0.0735463131352922	CCPE125-cond1.txt
0.5340708872530348	0.5340708872530348	0.05506054891399179	0.06639288043118026	CCPE126-cond1.txt
0.4933912616652189	0.4933912616652189	0.01535114379023964	0.014063135190128561	CCPE127-cond1.txt
0.44670651294902347	0.44670651294902347	0.05611428425577242	0.042346421208700094	CCPE128-cond1.txt
0.4719941250137274	0.4719941250137274	0.015606911646639882	0.025956921828894496	CCPE129-cond1.txt
0.44995014678985423	0.44995014678985423	0.020477934967178424	0.020340034846577548	CCPE13-cond1.txt
0.5396883355557999	0.5396883355557999	0.11241029341788782	0.14292878146443228	CCPE130-cond1.txt
