time	syntax_penn_tok2	syntax_penn_lem2	lexical_tok2	lexical_lem2	cosine_semanticL	partner_direction	condition_info
0	0.17677669529663687	0.0	0.0	0.0	0.28100071435228746	ASSISTANT>USER	CCPE1-cond1.txt
1	0.0	0.0	0.0	0.0	0.721337679567568	USER>ASSISTANT	CCPE1-cond1.txt
2	0.0	0.2773500981126146	0.0	0.0	0.2774821722290399	ASSISTANT>USER	CCPE1-cond1.txt
3	0.20412414523193154	0.19611613513818404	0.0	0.0	0.6755447620576513	USER>ASSISTANT	CCPE1-cond1.txt
4	0.2683281572999747	0.3649324991288249	0.0	0.0	0.4137825985029562	ASSISTANT>USER	CCPE1-cond1.txt
5	0.5068420748999523	0.561434614044346	0.3187276291558383	0.3187276291558383	0.7611246822943929	USER>ASSISTANT	CCPE1-cond1.txt
6	0.2721655269759087	0.2721655269759087	0.0	0.0	0.3572671247025627	ASSISTANT>USER	CCPE1-cond1.txt
7	0.23570226039551587	0.3273268353539886	0.0	0.0	0.3607437776059068	USER>ASSISTANT	CCPE1-cond1.txt
8	0.050251890762960605	0.15152288168283162	0.0	0.0	0.6667671425442709	ASSISTANT>USER	CCPE1-cond1.txt
9	0.07106690545187015	0.0	0.0	0.0	0.35980523293550504	USER>ASSISTANT	CCPE1-cond1.txt
10	0.07453559924999299	0.07453559924999299	0.0	0.0	0.4562285952710754	ASSISTANT>USER	CCPE1-cond1.txt
11	0.0	0.0	0.0	0.0	0.5113973851832971	USER>ASSISTANT	CCPE1-cond1.txt
12	0.0	0.0	0.0	0.0	0.5143534653505293	ASSISTANT>USER	CCPE1-cond1.txt
13	0.14142135623730948	0.2581988897471611	0.0	0.0	0.5242645173316794	USER>ASSISTANT	CCPE1-cond1.txt
14	0.0	0.0	0.0	0.0		ASSISTANT>USER	CCPE1-cond1.txt
15	0.22360679774997896	0.0	0.0	0.0		USER>ASSISTANT	CCPE1-cond1.txt
16	0.14907119849998599	0.0	0.12909944487358055	0.12909944487358055	0.9089980637273042	ASSISTANT>USER	CCPE1-cond1.txt
17	0.0	0.13608276348795434	0.0	0.0	0.46013268999174883	USER>ASSISTANT	CCPE1-cond1.txt
18	0.18898223650461363	0.19611613513818404	0.06711560552140244	0.06711560552140244	0.5374107098863076	ASSISTANT>USER	CCPE1-cond1.txt
19	0.0	0.0	0.0	0.0	0.6278216727600391	USER>ASSISTANT	CCPE1-cond1.txt
20	0.13608276348795434	0.0700140042014005	0.0	0.0	0.6112409264172851	ASSISTANT>USER	CCPE1-cond1.txt
21	0.16666666666666666	0.17149858514250882	0.0	0.0	0.6317851342617263	USER>ASSISTANT	CCPE1-cond1.txt
22	0.0	0.0	0.0	0.0	0.5562844484762357	ASSISTANT>USER	CCPE1-cond1.txt
23	0.0	0.0	0.0	0.0	0.3853727503796536	USER>ASSISTANT	CCPE1-cond1.txt
24	0.36689969285267143	0.3360107525161235	0.0576390417704235	0.0576390417704235	0.5361825509478323	ASSISTANT>USER	CCPE1-cond1.txt
25	0.0	0.07332355751067665	0.0	0.0	0.2912676780388219	USER>ASSISTANT	CCPE1-cond1.txt
26	0.0	0.0	0.0	0.0	0.24714568933939252	ASSISTANT>USER	CCPE1-cond1.txt
27	0.0	0.2834733547569204	0.0	0.0	0.49348290532848593	USER>ASSISTANT	CCPE1-cond1.txt
28	0.19166296949998196	0.18641092980036	0.0	0.0	0.4430698186159878	ASSISTANT>USER	CCPE1-cond1.txt
29	0.16035674514745463	0.25993762245501817	0.0	0.0	0.5209059905802386	USER>ASSISTANT	CCPE1-cond1.txt
30	0.14142135623730948	0.2022599587389726	0.223606797749979	0.223606797749979	0.6530520793675708	ASSISTANT>USER	CCPE1-cond1.txt
31	0.04564354645876384	0.08058229640253803	0.0	0.0	0.6323983944213224	USER>ASSISTANT	CCPE1-cond1.txt
32	0.0	0.2834733547569204	0.0	0.0	0.6858762981401625	ASSISTANT>USER	CCPE1-cond1.txt
33	0.0	0.0	0.0	0.0	0.566558355744585	USER>ASSISTANT	CCPE1-cond1.txt
